Rank,Name,Team,G,PA,AB,H,2B,3B,HR,R,RBI,BB,SO,HBP,SB,CS,BB%,K%,ISO,BABIP,AVG,OBP,SLG,OPS,wOBA,wRC+,ADP
1943,Sandy Luciano,KCR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.276,0.059,0.209,0.158,0.212,0.217,0.428,0.195,17,999.0
1944,Jose Monserrate,MIA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.054000000000000006,0.316,0.059,0.226,0.16,0.213,0.219,0.432,0.197,20,999.0
1945,Franyer Noria,BOS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.053,0.27,0.043,0.219,0.161,0.215,0.204,0.419,0.192,13,999.0
1946,Camilo Diaz,HOU,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055999999999999994,0.418,0.045,0.207,0.122,0.178,0.167,0.346,0.161,-2,999.0
1947,Reynaldo De La Paz,ATH,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.053,0.391,0.05,0.212,0.132,0.187,0.182,0.369,0.171,8,999.0
1948,Deivis Mosquera,MIA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.052000000000000005,0.33799999999999997,0.054,0.218,0.148,0.202,0.202,0.404,0.185,12,999.0
1949,Hunter Stovall,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.059000000000000004,0.17600000000000002,0.093,0.276,0.236,0.284,0.328,0.612,0.27,78,999.0
1950,Jonathan Schoop,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.22,0.118,0.276,0.229,0.278,0.346,0.624,0.274,77,999.0
1951,Juan Centeno,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.264,0.096,0.287,0.219,0.268,0.315,0.583,0.258,64,999.0
1952,C.J. Hinojosa,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.203,0.101,0.27,0.225,0.274,0.326,0.6,0.264,69,999.0
1953,Logan Brown,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.263,0.102,0.26,0.202,0.253,0.304,0.556,0.246,56,999.0
1954,Victor Reyes,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.247,0.128,0.309,0.245,0.292,0.373,0.665,0.291,87,999.0
1955,Frank Schwindel,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.057,0.228,0.165,0.281,0.241,0.288,0.406,0.695,0.3,93,999.0
1956,Jimmy Govern,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.052000000000000005,0.244,0.125,0.264,0.214,0.264,0.339,0.602,0.264,68,999.0
1957,Cole Freeman,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.053,0.183,0.087,0.273,0.229,0.278,0.316,0.594,0.263,68,999.0
1958,Colton Ledbetter,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.31,0.124,0.271,0.202,0.253,0.326,0.579,0.255,67,999.0
1959,Walking Cabrera,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055999999999999994,0.285,0.107,0.258,0.197,0.248,0.304,0.553,0.245,55,999.0
1960,Cristopher Navarro,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055999999999999994,0.253,0.075,0.263,0.2,0.251,0.274,0.525,0.235,48,999.0
1961,Kevin Kendall,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.285,0.065,0.254,0.185,0.236,0.25,0.486,0.219,37,999.0
1962,Cristian Inoa,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.054000000000000006,0.221,0.096,0.254,0.209,0.259,0.305,0.564,0.25,59,999.0
1963,Will McGillis,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.054000000000000006,0.306,0.078,0.238,0.172,0.225,0.251,0.476,0.214,34,999.0
1964,Nicandro Aybar,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055999999999999994,0.255,0.048,0.221,0.168,0.221,0.216,0.437,0.199,28,999.0
1965,Gabriel Terrero,NYY,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.3,0.067,0.214,0.158,0.212,0.225,0.436,0.198,23,999.0
1966,Samuel Rojas,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.053,0.315,0.048,0.197,0.139,0.194,0.187,0.381,0.176,8,999.0
1967,Jauri Custodio,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.052000000000000005,0.314,0.085,0.237,0.172,0.225,0.257,0.482,0.216,35,999.0
1968,Wyatt Crenshaw,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.053,0.344,0.082,0.246,0.169,0.222,0.251,0.473,0.213,33,999.0
1969,Nick Shumpert,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.33799999999999997,0.07,0.24,0.164,0.218,0.235,0.453,0.205,27,999.0
1970,Grenyerbert Velasquez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.344,0.043,0.209,0.139,0.194,0.182,0.377,0.174,7,999.0
1971,Pier-Olivier Boucher,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.054000000000000006,0.377,0.067,0.235,0.152,0.206,0.218,0.424,0.193,19,999.0
1972,Dauwin Gonzalez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.34299999999999997,0.062,0.206,0.143,0.198,0.205,0.403,0.183,12,999.0
1973,Abdias De La Cruz,ARI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055999999999999994,0.316,0.045,0.223,0.154,0.208,0.199,0.407,0.187,14,999.0
1974,Yirber Ruiz,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.053,0.37,0.062,0.203,0.135,0.19,0.197,0.388,0.178,9,999.0
1975,Kevin Santos,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.41100000000000003,0.065,0.212,0.132,0.187,0.197,0.385,0.176,8,999.0
1976,Marco Marcelino,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.054000000000000006,0.374,0.057,0.203,0.133,0.189,0.19,0.379,0.174,7,999.0
1977,Rodolfo De La Cruz,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.054000000000000006,0.41600000000000004,0.068,0.203,0.126,0.182,0.194,0.376,0.173,6,999.0
1978,Dayker Baldallo,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055999999999999994,0.309,0.032,0.2,0.138,0.194,0.171,0.364,0.17,3,999.0
1979,Breyias Dean,MIA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.05,0.42200000000000004,0.054,0.222,0.131,0.187,0.185,0.372,0.172,3,999.0
1980,Mitchell Daly,LAA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.295,0.085,0.222,0.168,0.221,0.253,0.474,0.213,32,999.0
1981,Edrick Felix,CHW,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.052000000000000005,0.32899999999999996,0.063,0.231,0.16,0.214,0.223,0.436,0.198,23,999.0
1982,Ricardo Rosario,PHI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.054000000000000006,0.284,0.082,0.231,0.175,0.228,0.257,0.485,0.218,36,999.0
1983,Nolan Beltran,PHI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.272,0.048,0.207,0.154,0.208,0.202,0.41,0.188,16,999.0
1984,Fernando Hernandez,PHI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.054000000000000006,0.292,0.045,0.206,0.149,0.203,0.194,0.397,0.183,12,999.0
1985,Raynerd Ortega,LAD,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.053,0.313,0.048,0.206,0.145,0.2,0.194,0.394,0.181,13,999.0
1986,Willian Berti,DET,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.354,0.06,0.212,0.142,0.197,0.202,0.399,0.181,13,999.0
1987,Jase Bowen,PIT,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.054000000000000006,0.25,0.129,0.28,0.225,0.274,0.354,0.629,0.275,72,999.0
1988,Cameron Cauley,TEX,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.057999999999999996,0.31,0.102,0.262,0.191,0.243,0.293,0.536,0.237,50,999.0
1989,Elvin Garcia,BAL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.307,0.046,0.211,0.148,0.203,0.195,0.398,0.183,15,999.0
1990,Elijah Green,WSN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055999999999999994,0.44299999999999995,0.084,0.26,0.151,0.206,0.236,0.442,0.199,24,999.0
1991,Shalin Polanco,PIT,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055999999999999994,0.326,0.097,0.236,0.171,0.224,0.268,0.493,0.219,34,999.0
1992,Dashyll Tejeda,WSN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.052000000000000005,0.33399999999999996,0.058,0.21,0.145,0.2,0.204,0.404,0.185,15,999.0
1993,Luis Reyes,CIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.054000000000000006,0.29,0.09,0.247,0.186,0.238,0.276,0.514,0.23,38,999.0
1994,Diego Omana,CIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055999999999999994,0.315,0.068,0.234,0.166,0.22,0.235,0.455,0.206,22,999.0
1995,Maikol Hernández,BAL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.293,0.053,0.224,0.161,0.215,0.213,0.428,0.196,24,999.0
1996,Joshua Liranzo,BAL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.373,0.063,0.211,0.139,0.195,0.202,0.397,0.182,14,999.0
1997,Jonathan Mejia,STL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.32899999999999996,0.05,0.214,0.147,0.202,0.197,0.398,0.183,14,999.0
1998,Stiven Martinez,BAL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.41600000000000004,0.064,0.221,0.135,0.191,0.199,0.39,0.176,10,999.0
1999,Andru Arthur,STL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.051,0.363,0.052,0.212,0.139,0.195,0.191,0.385,0.178,11,999.0
2000,Jefferson Rojas,CHC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.2,0.078,0.254,0.211,0.261,0.288,0.549,0.245,57,999.0
2001,Carter Trice,CHC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.057,0.36700000000000005,0.095,0.236,0.161,0.215,0.255,0.47,0.211,34,999.0
2002,Sandro Fabian,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.195,0.155,0.26,0.231,0.281,0.386,0.667,0.289,86,999.0
2003,Francisco Mejía,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.057,0.22399999999999998,0.132,0.28,0.233,0.281,0.364,0.645,0.282,81,999.0
2004,Nic Kent,COL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.054000000000000006,0.213,0.096,0.296,0.239,0.288,0.335,0.623,0.275,62,999.0
2005,Trevor Boone,COL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055999999999999994,0.397,0.162,0.31,0.204,0.255,0.366,0.621,0.27,58,999.0
2006,Jose Cordova,COL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.24,0.085,0.276,0.216,0.266,0.3,0.566,0.252,46,999.0
2007,Christian Koss,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.053,0.237,0.112,0.286,0.227,0.277,0.339,0.616,0.271,74,999.0
2008,Tyler Tolve,ATL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.331,0.132,0.285,0.205,0.256,0.337,0.593,0.26,64,999.0
2009,Joshua Kuroda-Grauer,ATH,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.052000000000000005,0.172,0.067,0.249,0.212,0.263,0.279,0.542,0.243,59,999.0
2010,Cody Morissette,MIA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055999999999999994,0.263,0.116,0.255,0.201,0.253,0.317,0.57,0.251,56,999.0
2011,Nick Goodwin,TOR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.051,0.276,0.081,0.236,0.179,0.232,0.26,0.492,0.221,40,999.0
2012,Angel Del Rosario,MIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.29,0.061,0.249,0.18,0.233,0.241,0.474,0.214,35,999.0
2013,Alberto Hernandez,HOU,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055999999999999994,0.264,0.059,0.226,0.17,0.224,0.229,0.453,0.205,29,999.0
2014,Elio Campos,ATL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055999999999999994,0.25,0.037,0.229,0.173,0.226,0.21,0.436,0.2,23,999.0
2015,Luis Parababire,ATL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.054000000000000006,0.36,0.053,0.202,0.134,0.19,0.187,0.377,0.174,6,999.0
2016,Renny Hidalgo,MIA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.32299999999999995,0.076,0.24,0.169,0.223,0.245,0.468,0.211,29,999.0
2017,Jose Paulino,KCR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055999999999999994,0.364,0.052,0.221,0.143,0.199,0.195,0.394,0.181,7,999.0
2018,Emil Turbi,SDP,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.38799999999999996,0.051,0.214,0.134,0.19,0.185,0.375,0.173,10,999.0
2019,Kashon Conliffe,SDP,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055999999999999994,0.406,0.054,0.202,0.124,0.181,0.178,0.36,0.167,6,999.0
2020,Manuel Dos Passos,ATL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.054000000000000006,0.41700000000000004,0.04,0.189,0.112,0.17,0.152,0.321,0.151,-10,999.0
2021,Ramon Ramirez,KCR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.298,0.077,0.212,0.159,0.214,0.237,0.45,0.203,22,999.0
2022,Josue Brito,BOS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055999999999999994,0.374,0.065,0.206,0.136,0.193,0.201,0.394,0.18,5,999.0
2023,Kevin Vicuña,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.052000000000000005,0.212,0.092,0.296,0.238,0.287,0.331,0.618,0.273,72,999.0
2024,Cam Cannon,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055999999999999994,0.215,0.106,0.268,0.22,0.27,0.327,0.597,0.263,68,999.0
2025,Carter Williams,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055999999999999994,0.255,0.13,0.283,0.226,0.276,0.356,0.632,0.276,77,999.0
2026,Jake Noll,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.053,0.231,0.135,0.285,0.234,0.283,0.369,0.652,0.285,83,999.0
2027,Drew Campbell,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.273,0.126,0.292,0.226,0.275,0.352,0.627,0.274,75,999.0
2028,Jose Gomez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.252,0.087,0.279,0.214,0.264,0.301,0.565,0.251,59,999.0
2029,Jack Reinheimer,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.057,0.262,0.078,0.267,0.201,0.252,0.278,0.53,0.237,50,999.0
2030,Bryant Packard,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.053,0.23199999999999998,0.139,0.278,0.231,0.28,0.37,0.65,0.284,82,999.0
2031,Cristian Santana,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055999999999999994,0.273,0.115,0.301,0.23,0.279,0.345,0.624,0.274,75,999.0
2032,Alex McGarry,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.059000000000000004,0.315,0.142,0.294,0.217,0.267,0.359,0.627,0.273,75,999.0
2033,Rubel Cespedes,MIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.059000000000000004,0.24,0.108,0.266,0.215,0.265,0.323,0.589,0.259,67,999.0
2034,Matthew Clayton,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.05,0.31,0.077,0.227,0.166,0.22,0.243,0.463,0.209,30,999.0
2035,Junior Franco,ARI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.057999999999999996,0.24,0.093,0.263,0.209,0.26,0.302,0.563,0.25,56,999.0
2036,Jonathan Guzmán,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.057999999999999996,0.272,0.076,0.249,0.186,0.239,0.262,0.501,0.225,41,999.0
2037,Tim Borden II,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.048,0.37200000000000005,0.085,0.272,0.177,0.23,0.262,0.492,0.221,39,999.0
2038,Edwin Barragan,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.054000000000000006,0.261,0.064,0.237,0.181,0.234,0.245,0.479,0.217,36,999.0
2039,Junior Gonzalez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.366,0.069,0.223,0.148,0.203,0.217,0.42,0.191,18,999.0
2040,Hiroyuki Nakajima,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.054000000000000006,0.322,0.108,0.297,0.21,0.261,0.318,0.579,0.256,63,999.0
2041,Jose Tovar,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.33299999999999996,0.047,0.213,0.145,0.201,0.192,0.393,0.181,15,999.0
2042,Wesley Zapata,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.057,0.26899999999999996,0.055,0.236,0.175,0.228,0.23,0.458,0.208,30,999.0
2043,Dom Johnson,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.053,0.298,0.081,0.251,0.184,0.237,0.265,0.501,0.225,41,999.0
2044,Trey Harris,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.053,0.254,0.088,0.27,0.208,0.259,0.296,0.555,0.247,56,999.0
2045,Chase Estep,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.057,0.282,0.09,0.248,0.187,0.24,0.277,0.517,0.231,45,999.0
2046,Wilian Trinidad,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.057,0.335,0.037,0.224,0.148,0.204,0.185,0.389,0.18,14,999.0
2047,Oliver Cedeno,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.053,0.226,0.043,0.197,0.156,0.211,0.199,0.409,0.188,16,999.0
2048,Modeifi Marte,ARI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.268,0.084,0.242,0.187,0.239,0.27,0.51,0.228,42,999.0
2049,Misael Gonzalez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.054000000000000006,0.361,0.088,0.233,0.159,0.214,0.247,0.461,0.207,29,999.0
2050,Emerson Purroy,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055999999999999994,0.301,0.044,0.199,0.141,0.197,0.185,0.382,0.177,8,999.0
2051,Pedro Hernandez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.321,0.037,0.203,0.139,0.195,0.175,0.37,0.172,5,999.0
2052,Juan Jerez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055999999999999994,0.33799999999999997,0.084,0.239,0.167,0.221,0.251,0.471,0.212,32,999.0
2053,Jose Chacon,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.053,0.32899999999999996,0.056,0.201,0.14,0.196,0.197,0.393,0.181,11,999.0
2054,Jose Cordero,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.396,0.065,0.217,0.137,0.193,0.202,0.395,0.181,11,999.0
2055,Frank Nigro,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.38299999999999995,0.044,0.188,0.119,0.177,0.164,0.341,0.159,-4,999.0
2056,Wilkin Grullon,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.31,0.09,0.23,0.17,0.224,0.259,0.483,0.216,36,999.0
2057,Jostyn Almonte,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.37200000000000005,0.067,0.221,0.146,0.201,0.213,0.414,0.189,17,999.0
2058,Kendry Feliz,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055999999999999994,0.301,0.054,0.215,0.155,0.21,0.209,0.418,0.19,18,999.0
2059,Johan Estrada,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055999999999999994,0.384,0.061,0.199,0.129,0.186,0.19,0.376,0.173,6,999.0
2060,July Vittini,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055999999999999994,0.35,0.051,0.188,0.127,0.184,0.178,0.362,0.168,2,999.0
2061,Joe Redfield,LAA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055999999999999994,0.23600000000000002,0.082,0.256,0.204,0.255,0.285,0.541,0.241,51,999.0
2062,Jadiel Sanchez,LAA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055999999999999994,0.222,0.108,0.247,0.206,0.257,0.314,0.571,0.252,59,999.0
2063,Capri Ortiz,LAA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055999999999999994,0.321,0.059,0.266,0.182,0.235,0.241,0.476,0.215,33,999.0
2064,Rio Foster,LAA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.348,0.084,0.253,0.173,0.227,0.258,0.484,0.217,35,999.0
2065,Kevin Smith,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.057999999999999996,0.325,0.132,0.291,0.21,0.261,0.342,0.603,0.264,68,999.0
2066,John Peck,DET,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.272,0.068,0.259,0.192,0.244,0.26,0.504,0.226,44,999.0
2067,Junior Tilien,DET,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.059000000000000004,0.22,0.083,0.242,0.197,0.249,0.28,0.528,0.236,51,999.0
2068,Roberto Campos,DET,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.057,0.255,0.099,0.271,0.211,0.262,0.31,0.571,0.253,63,999.0
2069,Javier Mogollon,CHW,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055999999999999994,0.35100000000000003,0.08,0.213,0.149,0.205,0.229,0.434,0.196,21,999.0
2070,Colin Houck,NYM,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.384,0.055,0.241,0.149,0.205,0.204,0.409,0.187,19,999.0
2071,Yimmy Diaz,DET,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.054000000000000006,0.32899999999999996,0.056,0.201,0.14,0.197,0.196,0.393,0.181,12,999.0
2072,Carter Young,BAL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.059000000000000004,0.27699999999999997,0.084,0.281,0.207,0.259,0.291,0.549,0.245,59,999.0
2073,Gleider Figuereo,TEX,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.057,0.31,0.117,0.247,0.187,0.239,0.303,0.543,0.24,53,999.0
2074,Cole Urman,BAL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055999999999999994,0.33799999999999997,0.068,0.232,0.159,0.214,0.228,0.442,0.2,27,999.0
2075,Edgardo Ordonez,MIL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055999999999999994,0.38299999999999995,0.063,0.207,0.134,0.191,0.197,0.388,0.178,9,999.0
2076,Kendrick Herrera,PIT,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055999999999999994,0.26899999999999996,0.044,0.209,0.155,0.21,0.199,0.409,0.188,14,999.0
2077,Steven Santos,TEX,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.054000000000000006,0.41,0.058,0.2,0.124,0.182,0.182,0.364,0.168,2,999.0
2078,Phillando Williams,PIT,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.054000000000000006,0.39399999999999996,0.048,0.201,0.125,0.182,0.173,0.355,0.165,-2,999.0
2079,Chris Okey,LAD,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055999999999999994,0.257,0.107,0.268,0.21,0.261,0.318,0.579,0.256,64,999.0
2080,Johnfrank Salazar,STL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.057,0.201,0.082,0.251,0.209,0.26,0.29,0.55,0.245,56,999.0
2081,Murphy Stehly,WSN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.05,0.28600000000000003,0.076,0.261,0.191,0.244,0.268,0.512,0.229,44,999.0
2082,Luis Suisbel,SEA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.054000000000000006,0.32899999999999996,0.094,0.254,0.181,0.235,0.275,0.51,0.227,50,999.0
2083,Colin Davis,SEA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.306,0.093,0.23,0.171,0.225,0.264,0.489,0.219,44,999.0
2084,David Avitia,CHC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.054000000000000006,0.41600000000000004,0.061,0.232,0.138,0.195,0.199,0.394,0.181,14,999.0
2085,Edgardo De Leon,CHC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055999999999999994,0.396,0.064,0.213,0.136,0.192,0.2,0.392,0.18,13,999.0
2086,Aidan Longwell,COL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055999999999999994,0.20800000000000002,0.09,0.266,0.221,0.272,0.311,0.583,0.259,51,999.0
2087,Cade Doughty,TOR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.273,0.127,0.292,0.226,0.276,0.353,0.629,0.276,79,999.0
2088,Ronald Rosario,BOS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.059000000000000004,0.245,0.09,0.261,0.206,0.257,0.295,0.553,0.246,51,999.0
2089,Gabriel Martinez,TOR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.059000000000000004,0.188,0.12,0.259,0.225,0.275,0.345,0.62,0.272,77,999.0
2090,Albert Almora Jr.,MIA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.059000000000000004,0.183,0.11,0.284,0.242,0.291,0.352,0.643,0.282,77,999.0
2091,Luke Mann,ATH,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.29600000000000004,0.102,0.249,0.188,0.241,0.291,0.532,0.237,54,999.0
2092,Connor Scott,KCR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.06,0.249,0.115,0.277,0.217,0.268,0.332,0.6,0.264,65,999.0
2093,Danny Bautista Jr.,ATH,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.172,0.078,0.251,0.215,0.266,0.293,0.559,0.249,63,999.0
2094,Chase Valentine,SDP,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.057,0.34700000000000003,0.059,0.237,0.158,0.213,0.217,0.43,0.196,25,999.0
2095,Kleyver Salazar,BOS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.057,0.321,0.056,0.202,0.142,0.199,0.198,0.396,0.182,6,999.0
2096,Juan Chacon,BOS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.057999999999999996,0.326,0.075,0.267,0.183,0.237,0.258,0.495,0.222,34,999.0
2097,Derlin Figueroa,KCR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.059000000000000004,0.262,0.092,0.234,0.185,0.238,0.276,0.514,0.229,40,999.0
2098,Isaiah Drake,ATL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.057999999999999996,0.389,0.065,0.235,0.147,0.204,0.212,0.416,0.19,16,999.0
2099,Nazzan Zanetello,BOS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055999999999999994,0.424,0.064,0.234,0.138,0.195,0.203,0.398,0.182,6,999.0
