Rank,Name,Team,GS,G,IP,W,L,QS,SV,HLD,H,ER,HR,SO,BB,K/9,BB/9,K/BB,HR/9,AVG,WHIP,BABIP,LOB%,ERA,FIP,ADP
159,Alec Marsh,KCR,18,36,114.2,7,7,7,0,1,113,56,16,109,41,8.54,3.21,2.66,1.23,0.252,1.34,0.3,0.7090000000000001,4.41,4.3,620.1
160,Osvaldo Bido,ATH,16,42,114.0,6,7,6,0,1,107,56,17,104,44,8.17,3.51,2.33,1.3,0.244,1.33,0.284,0.715,4.4,4.6,439.4
161,David Festa,MIN,16,42,114.0,7,7,7,0,1,104,50,14,118,41,9.35,3.21,2.91,1.1,0.239,1.27,0.296,0.727,3.92,3.87,304.4
162,Grant Holmes,ATL,15,45,111.1,7,6,6,0,1,112,53,15,100,36,8.1,2.89,2.8,1.2,0.257,1.33,0.302,0.713,4.29,4.18,299.7
163,Hayden Wesneski,HOU,13,49,107.1,6,6,5,0,1,105,51,16,99,35,8.33,2.96,2.81,1.31,0.251,1.3,0.295,0.72,4.29,4.33,413.9
164,Kyle Hart,SDP,15,39,107.0,6,7,6,0,1,111,55,17,77,38,6.43,3.15,2.04,1.42,0.263,1.39,0.286,0.716,4.64,4.97,514.8
165,Yariel Rodríguez,TOR,11,59,106.1,6,6,4,0,1,95,47,14,115,44,9.68,3.71,2.61,1.15,0.232,1.3,0.29,0.7340000000000001,3.99,4.05,534.2
166,Joey Cantillo,CLE,16,33,106.1,6,7,7,0,1,97,48,13,107,47,9.01,3.97,2.27,1.12,0.239,1.35,0.292,0.737,4.04,4.23,444.6
167,Joey Estes,ATH,16,33,106.1,5,7,5,0,1,111,59,21,80,29,6.78,2.47,2.75,1.76,0.263,1.32,0.28,0.701,5.0,5.21,720.3
168,Tony Gonsolin,LAD,15,39,105.1,6,6,6,0,1,106,54,17,95,36,8.11,3.05,2.66,1.47,0.255,1.35,0.292,0.7140000000000001,4.62,4.64,429.5
169,Frankie Montas,NYM,19,19,105.0,7,6,8,0,0,100,48,14,101,37,8.62,3.19,2.7,1.21,0.244,1.3,0.292,0.7290000000000001,4.08,4.18,403.6
170,Quinn Mathews,STL,16,28,104.1,6,6,8,0,1,98,45,12,96,39,8.29,3.36,2.47,1.07,0.245,1.31,0.293,0.7340000000000001,3.91,4.13,389.2
171,Chase Dollander,COL,18,18,101.2,5,8,6,0,0,107,58,17,89,40,7.91,3.58,2.21,1.49,0.266,1.45,0.304,0.6940000000000001,5.11,4.93,999.0
172,Alex Cobb,DET,18,18,99.2,6,6,9,0,0,99,41,9,83,28,7.53,2.54,2.97,0.85,0.256,1.28,0.304,0.722,3.67,3.67,550.8
173,Ian Anderson,ATL,16,24,99.0,6,6,7,0,1,102,48,12,84,39,7.63,3.53,2.16,1.11,0.261,1.42,0.305,0.7140000000000001,4.38,4.34,559.1
174,Ryne Nelson,ARI,10,55,99.0,6,5,4,0,1,101,46,13,83,25,7.53,2.27,3.32,1.22,0.26,1.27,0.3,0.716,4.18,4.12,394.7
175,Jack Kochanowicz,LAA,15,29,98.0,5,6,6,0,1,112,50,13,57,27,5.22,2.46,2.12,1.17,0.284,1.42,0.306,0.696,4.61,4.72,724.2
176,Griffin Canning,NYM,11,46,97.2,6,5,5,0,1,96,45,14,89,31,8.19,2.84,2.88,1.32,0.25,1.3,0.291,0.731,4.17,4.31,538.1
177,Bryse Wilson,CHW,13,39,96.1,4,7,4,0,1,105,54,17,71,32,6.63,2.99,2.22,1.64,0.272,1.42,0.294,0.703,5.08,5.18,746.5
178,Shane Bieber,CLE,15,25,95.2,6,5,8,0,1,91,38,11,96,23,9.04,2.16,4.18,1.04,0.245,1.19,0.303,0.7340000000000001,3.6,3.48,439.0
179,J.T. Ginn,ATH,13,35,94.2,5,6,6,0,1,98,45,12,70,33,6.62,3.1,2.13,1.1,0.265,1.38,0.299,0.7120000000000001,4.3,4.49,734.1
180,Kyle Wright,KCR,13,35,94.2,5,6,6,0,1,96,44,10,80,31,7.64,2.98,2.57,0.98,0.261,1.35,0.309,0.7070000000000001,4.16,4.04,675.1
181,Lance McCullers Jr.,HOU,11,39,92.2,5,5,5,0,1,88,40,10,89,35,8.68,3.35,2.59,1.0,0.247,1.32,0.303,0.727,3.9,3.94,650.7
182,Cade Povich,BAL,15,27,92.0,5,6,6,0,1,89,43,13,84,34,8.21,3.36,2.44,1.29,0.248,1.34,0.29,0.731,4.24,4.44,528.1
183,Cody Bradford,TEX,10,47,91.1,5,5,4,0,1,91,42,15,82,20,8.12,2.01,4.04,1.46,0.251,1.21,0.287,0.727,4.18,4.24,323.4
184,Patrick Corbin,,16,16,91.0,5,6,7,0,0,98,46,13,69,28,6.84,2.74,2.5,1.32,0.269,1.37,0.301,0.711,4.52,4.56,999.0
185,Drew Thorpe,CHW,16,16,90.0,4,7,6,0,0,94,48,15,70,33,7.0,3.3,2.12,1.5,0.263,1.41,0.29,0.71,4.83,4.98,725.0
186,Zebby Matthews,MIN,11,39,89.1,5,5,5,0,1,89,40,13,80,19,8.05,1.89,4.25,1.27,0.254,1.21,0.296,0.7190000000000001,4.01,3.95,416.1
187,Cade Cavalli,WSN,13,28,88.2,5,6,6,0,1,83,41,12,83,33,8.4,3.36,2.5,1.2,0.244,1.31,0.29,0.72,4.2,4.33,623.3
188,Kenta Maeda,DET,8,54,88.1,5,5,3,0,1,84,40,13,82,23,8.35,2.38,3.5,1.3,0.246,1.22,0.287,0.721,4.09,4.11,645.6
189,Matthew Liberatore,STL,5,65,85.2,5,4,2,2,12,80,36,10,80,30,8.4,3.16,2.66,1.05,0.243,1.29,0.293,0.738,3.79,4.0,695.6
190,Bubba Chandler,PIT,15,15,83.0,4,6,6,0,0,83,42,11,72,35,7.8,3.76,2.07,1.17,0.255,1.41,0.297,0.7090000000000001,4.51,4.52,296.6
191,Tylor Megill,NYM,6,53,82.0,5,4,3,0,1,73,33,10,86,27,9.46,3.0,3.16,1.08,0.233,1.22,0.291,0.7440000000000001,3.62,3.74,426.7
192,Eury Pérez,MIA,15,15,80.2,5,5,7,0,0,71,35,11,90,26,10.03,2.95,3.4,1.26,0.231,1.21,0.288,0.733,3.93,3.86,460.8
193,Matt Waldron,SDP,13,21,80.2,5,5,5,0,1,81,40,13,66,24,7.34,2.62,2.8,1.41,0.256,1.29,0.288,0.7090000000000001,4.47,4.6,571.8
194,Albert Suárez,BAL,5,59,80.2,4,4,2,0,5,78,37,12,76,22,8.44,2.49,3.4,1.33,0.249,1.25,0.292,0.7290000000000001,4.1,4.14,679.5
195,AJ Smith-Shawver,ATL,8,43,80.1,5,4,3,0,1,73,38,12,86,32,9.59,3.56,2.69,1.29,0.237,1.31,0.291,0.728,4.22,4.2,472.7
196,Nick Nastrini,CHW,13,23,80.1,3,6,4,0,1,81,48,15,67,43,7.53,4.77,1.58,1.65,0.257,1.53,0.284,0.703,5.41,5.6,999.0
197,Landen Roupp,SFG,5,55,77.1,4,4,2,0,4,70,31,8,78,30,9.07,3.51,2.59,0.9,0.235,1.29,0.295,0.737,3.64,3.73,567.3
198,Johan Oviedo,PIT,10,32,76.2,4,5,4,0,1,76,37,9,67,31,7.86,3.67,2.14,1.07,0.255,1.4,0.301,0.7120000000000001,4.36,4.36,726.0
199,Dustin May,LAD,5,52,74.1,4,3,2,0,4,65,29,8,82,25,9.88,3.03,3.27,1.01,0.232,1.21,0.298,0.741,3.57,3.57,424.9
200,Andrew Painter,PHI,11,19,72.2,4,4,5,0,1,70,35,11,66,24,8.19,2.99,2.74,1.42,0.249,1.3,0.287,0.72,4.4,4.52,999.0
201,Bryan Abreu,HOU,0,72,72.0,4,3,0,2,15,56,26,7,91,29,11.4,3.59,3.17,0.92,0.211,1.18,0.292,0.755,3.3,3.32,446.5
202,Tyler Holton,DET,0,72,72.0,4,3,0,6,13,68,29,8,65,20,8.11,2.46,3.3,1.0,0.243,1.22,0.291,0.738,3.57,3.74,457.8
203,Derek Law,WSN,0,72,72.0,3,4,0,5,13,69,31,8,62,25,7.81,3.12,2.51,1.04,0.25,1.31,0.295,0.7290000000000001,3.92,4.09,693.8
204,Caden Dana,LAA,13,13,71.2,4,5,5,0,0,74,40,13,60,27,7.53,3.44,2.19,1.61,0.26,1.41,0.289,0.708,4.98,5.12,586.9
205,Clayton Kershaw,LAD,13,13,71.1,5,4,6,0,0,69,31,10,66,20,8.36,2.48,3.37,1.24,0.25,1.25,0.295,0.737,3.9,4.03,515.1
206,Dane Dunning,TEX,3,56,70.2,4,4,1,0,7,69,31,9,66,22,8.41,2.82,2.98,1.12,0.252,1.3,0.301,0.725,4.01,4.01,740.9
207,Griffin Jax,MIN,0,70,70.0,4,3,0,8,11,59,25,7,82,20,10.55,2.6,4.05,0.91,0.224,1.14,0.298,0.75,3.22,3.13,294.8
208,Keegan Akin,BAL,0,70,70.0,4,3,0,2,16,61,26,9,78,21,10.0,2.64,3.79,1.13,0.228,1.16,0.289,0.767,3.38,3.55,697.2
209,Tyler Rogers,SFG,0,70,70.0,3,3,0,1,14,74,31,8,50,17,6.44,2.14,3.01,0.98,0.266,1.29,0.301,0.708,4.0,4.02,750.5
210,Gunnar Hoglund,ATH,6,39,70.0,3,4,3,0,1,72,36,11,53,22,6.78,2.77,2.45,1.43,0.262,1.34,0.288,0.7090000000000001,4.6,4.78,999.0
211,Jakob Junis,CLE,2,62,68.2,4,3,1,0,11,67,29,9,67,15,8.71,1.97,4.42,1.17,0.248,1.19,0.299,0.728,3.79,3.71,606.0
212,José Suarez,LAA,2,62,68.2,4,3,1,0,10,64,30,10,67,23,8.81,3.07,2.87,1.27,0.243,1.27,0.291,0.7440000000000001,3.96,4.2,999.0
213,Alex Wood,,13,13,68.1,4,5,5,0,0,71,34,9,54,24,7.16,3.23,2.22,1.24,0.263,1.4,0.299,0.7090000000000001,4.54,4.64,999.0
214,Jairo Iriarte,CHW,8,30,68.1,3,5,3,0,1,69,37,10,56,32,7.39,4.29,1.72,1.37,0.259,1.49,0.293,0.706,4.94,5.14,748.8
215,Josh Hader,HOU,0,68,68.0,4,3,0,33,2,49,24,8,94,27,12.45,3.61,3.45,1.06,0.197,1.12,0.28,0.7759999999999999,3.17,3.25,39.6
216,Cade Smith,CLE,0,68,68.0,4,3,0,2,14,54,23,7,85,23,11.29,3.09,3.66,0.88,0.213,1.13,0.293,0.76,3.11,3.1,365.4
217,Ryan Walker,SFG,0,68,68.0,4,3,0,28,5,55,23,6,81,22,10.66,2.85,3.74,0.82,0.217,1.13,0.293,0.7559999999999999,3.05,3.09,84.6
218,Raisel Iglesias,ATL,0,68,68.0,4,3,0,32,1,60,26,8,75,19,9.95,2.46,4.05,1.04,0.232,1.16,0.297,0.746,3.45,3.39,51.3
219,Tanner Banks,PHI,0,68,68.0,4,3,0,0,12,62,28,8,68,23,8.99,2.99,3.0,1.07,0.238,1.24,0.292,0.745,3.65,3.83,750.2
220,Will Vest,DET,0,68,68.0,4,3,0,2,12,62,26,7,68,21,8.94,2.79,3.2,0.87,0.237,1.22,0.296,0.742,3.4,3.49,728.6
221,Luke Weaver,NYY,0,68,68.0,4,3,0,6,13,62,28,10,73,19,9.66,2.46,3.93,1.32,0.235,1.18,0.288,0.754,3.74,3.87,358.3
222,Randy Vásquez,SDP,10,25,67.1,4,4,4,0,1,69,34,10,52,23,6.95,3.02,2.3,1.33,0.26,1.36,0.29,0.708,4.54,4.73,715.2
223,Mason Miller,ATH,0,67,67.0,4,3,0,30,2,45,19,6,99,23,13.29,3.15,4.21,0.81,0.185,1.02,0.283,0.7909999999999999,2.58,2.55,44.5
224,Matt Strahm,PHI,0,67,67.0,4,3,0,3,12,54,25,8,79,19,10.65,2.54,4.19,1.13,0.217,1.09,0.283,0.762,3.3,3.42,478.4
225,Garrett Whitlock,BOS,0,67,67.0,4,3,0,2,16,63,27,8,69,16,9.22,2.16,4.26,1.06,0.244,1.18,0.303,0.731,3.63,3.48,556.8
226,Lucas Erceg,KCR,0,67,67.0,4,3,0,11,10,57,25,6,77,26,10.28,3.48,2.95,0.81,0.228,1.24,0.303,0.743,3.41,3.37,213.0
227,Justin Martinez,ARI,0,67,67.0,4,3,0,17,9,53,23,5,84,34,11.23,4.56,2.46,0.63,0.215,1.29,0.307,0.7609999999999999,3.11,3.23,187.1
228,Jason Adam,SDP,0,67,67.0,4,3,0,3,12,54,26,7,78,23,10.45,3.16,3.31,1.0,0.217,1.16,0.284,0.743,3.43,3.53,335.9
229,Declan Cronin,MIA,0,67,67.0,3,3,0,1,13,67,30,6,57,26,7.63,3.44,2.21,0.87,0.258,1.38,0.308,0.718,4.01,4.03,999.0
230,Trent Thornton,SEA,0,67,67.0,3,3,0,0,14,61,29,9,66,22,8.82,2.92,3.02,1.2,0.238,1.24,0.285,0.741,3.84,4.05,749.4
231,Ryan Helsley,STL,0,66,66.0,4,3,0,35,2,50,22,7,83,25,11.35,3.39,3.35,0.89,0.207,1.14,0.285,0.77,3.06,3.16,51.0
232,Emmanuel Clase,CLE,0,66,66.0,4,3,0,34,2,61,23,5,68,16,9.23,2.13,4.34,0.74,0.24,1.15,0.308,0.7440000000000001,3.1,3.0,34.7
233,Tanner Scott,LAD,0,66,66.0,4,3,0,25,8,52,23,6,82,30,11.25,4.04,2.78,0.84,0.213,1.23,0.295,0.77,3.14,3.36,117.6
234,Reed Garrett,NYM,0,66,66.0,4,3,0,0,15,55,25,7,75,27,10.19,3.7,2.76,0.96,0.223,1.25,0.29,0.7559999999999999,3.45,3.64,742.6
235,Brock Burke,LAA,0,66,66.0,3,3,0,1,16,61,29,9,66,24,9.01,3.28,2.75,1.24,0.241,1.29,0.292,0.742,3.98,4.17,749.7
236,Sean Hjelle,SFG,0,66,66.0,3,3,0,0,13,66,26,6,56,17,7.65,2.3,3.33,0.81,0.255,1.26,0.305,0.723,3.58,3.59,999.0
237,Andrew Kittredge,BAL,0,66,66.0,3,3,0,2,13,64,29,8,61,19,8.35,2.62,3.19,1.13,0.251,1.27,0.3,0.73,3.91,3.92,578.8
238,Victor Vodnik,COL,0,66,66.0,3,3,0,3,11,66,32,8,64,31,8.75,4.16,2.1,1.02,0.257,1.46,0.317,0.718,4.37,4.21,695.8
239,Dennis Santana,PIT,0,66,66.0,3,3,0,2,12,63,30,7,62,27,8.46,3.73,2.27,1.02,0.247,1.37,0.3,0.722,4.14,4.14,621.3
240,Beau Brieske,DET,0,66,66.0,3,3,0,10,10,60,29,8,64,24,8.76,3.28,2.67,1.13,0.237,1.28,0.287,0.736,3.91,4.05,495.3
241,Justin Lawrence,PIT,0,66,66.0,3,3,0,0,8,63,30,7,61,31,8.34,4.18,2.0,0.89,0.25,1.42,0.306,0.72,4.12,4.16,999.0
242,Keegan Thompson,CHC,0,66,66.0,3,3,0,0,13,60,30,8,67,28,9.14,3.88,2.35,1.14,0.24,1.35,0.294,0.733,4.1,4.21,999.0
243,Taijuan Walker,PHI,3,51,65.2,3,4,1,0,1,68,33,10,51,21,6.94,2.86,2.43,1.4,0.262,1.35,0.292,0.72,4.49,4.72,749.9
244,Jhoan Duran,MIN,0,65,65.0,4,3,0,22,5,52,20,5,81,21,11.21,2.96,3.79,0.66,0.216,1.13,0.305,0.762,2.79,2.76,65.9
245,Edwin Díaz,NYM,0,65,65.0,4,3,0,36,2,46,21,6,90,24,12.48,3.34,3.74,0.84,0.195,1.09,0.285,0.764,2.94,2.86,39.2
246,Jeff Hoffman,TOR,0,65,65.0,4,3,0,26,4,52,24,7,79,22,10.95,3.05,3.58,0.98,0.215,1.15,0.288,0.757,3.28,3.31,103.0
247,Robert Suarez,SDP,0,65,65.0,3,3,0,28,4,57,26,8,69,22,9.52,3.04,3.13,1.08,0.23,1.21,0.289,0.7509999999999999,3.55,3.73,90.3
248,Ryan Fernandez,STL,0,65,65.0,3,3,0,1,16,59,28,7,64,26,8.83,3.61,2.44,0.99,0.239,1.31,0.295,0.736,3.82,3.95,675.4
249,Edwin Uceta,TBR,0,65,65.0,3,3,0,9,11,58,29,9,68,26,9.43,3.56,2.65,1.26,0.233,1.29,0.285,0.738,4.05,4.21,329.3
250,Alexis Díaz,CIN,0,65,65.0,3,3,0,28,3,59,32,10,71,31,9.81,4.3,2.28,1.35,0.235,1.38,0.29,0.726,4.49,4.57,145.1
251,Hunter Gaddis,CLE,0,65,65.0,3,3,0,0,17,62,30,10,61,19,8.5,2.58,3.29,1.35,0.244,1.24,0.286,0.727,4.14,4.24,700.1
252,Tayler Scott,HOU,0,65,65.0,3,3,0,1,16,61,31,8,63,28,8.79,3.88,2.26,1.14,0.243,1.36,0.295,0.721,4.25,4.3,749.8
253,Collin Snider,SEA,0,65,65.0,3,3,0,3,12,62,30,8,58,27,8.1,3.67,2.21,1.15,0.246,1.36,0.29,0.732,4.13,4.37,731.8
254,Andrés Muñoz,SEA,0,64,64.0,4,3,0,26,4,48,20,5,83,25,11.68,3.51,3.33,0.75,0.204,1.14,0.29,0.773,2.83,2.96,62.5
255,Trevor Megill,MIL,0,64,64.0,3,3,0,28,2,52,25,7,79,23,11.08,3.19,3.48,1.05,0.217,1.17,0.29,0.75,3.46,3.41,129.6
256,A.J. Puk,ARI,0,64,64.0,4,3,0,17,7,54,24,7,75,22,10.48,3.14,3.34,0.93,0.224,1.19,0.296,0.7490000000000001,3.38,3.37,248.8
257,Robert Garcia,TEX,0,64,64.0,3,3,0,8,10,55,24,7,72,23,10.18,3.28,3.11,0.99,0.226,1.22,0.293,0.757,3.41,3.54,533.0
258,David Bednar,PIT,0,64,64.0,3,3,0,28,4,56,27,7,69,24,9.63,3.4,2.83,1.05,0.231,1.26,0.292,0.733,3.82,3.79,132.7
259,Cole Sands,MIN,0,64,64.0,3,3,0,1,15,57,26,8,69,20,9.68,2.77,3.5,1.09,0.233,1.2,0.293,0.7340000000000001,3.71,3.66,665.1
260,Justin Slaten,BOS,0,64,64.0,3,3,0,0,13,59,28,7,66,24,9.31,3.35,2.78,1.02,0.242,1.3,0.303,0.7290000000000001,3.89,3.8,469.9
261,Pierce Johnson,ATL,0,64,64.0,4,3,0,2,12,54,25,7,77,26,10.76,3.7,2.91,0.99,0.224,1.26,0.298,0.753,3.55,3.55,712.5
262,Jesus Tinoco,MIA,0,64,64.0,3,3,0,6,10,59,27,7,65,24,9.17,3.36,2.73,1.0,0.24,1.29,0.299,0.733,3.81,3.83,424.4
263,Carlos Estévez,KCR,0,64,64.0,3,3,0,21,6,60,29,8,63,23,8.83,3.18,2.77,1.16,0.243,1.29,0.294,0.723,4.12,4.07,156.9
264,Kyle Finnegan,WSN,0,64,64.0,3,3,0,22,6,59,27,7,63,24,8.81,3.34,2.64,1.04,0.24,1.29,0.294,0.735,3.82,3.92,309.1
265,Emilio Pagán,CIN,0,64,64.0,3,3,0,3,12,60,31,11,67,22,9.4,3.05,3.09,1.56,0.242,1.27,0.287,0.736,4.38,4.45,731.4
266,José Leclerc,ATH,0,64,64.0,3,3,0,3,13,53,27,8,72,28,10.17,3.94,2.58,1.15,0.22,1.27,0.28,0.746,3.82,4.01,577.8
267,Tyler Kinley,COL,0,64,64.0,3,3,0,18,6,62,32,9,66,26,9.34,3.68,2.54,1.32,0.249,1.37,0.304,0.7170000000000001,4.52,4.34,557.1
268,Gus Varland,CHW,0,64,64.0,3,3,0,8,11,63,31,9,57,25,8.07,3.49,2.31,1.24,0.252,1.37,0.295,0.725,4.31,4.47,747.5
269,Aaron Ashby,MIL,5,42,64.0,3,3,2,0,1,59,28,6,62,31,8.75,4.42,1.98,0.86,0.244,1.42,0.304,0.736,3.88,4.08,437.3
270,Orion Kerkering,PHI,0,63,63.0,4,3,0,5,12,52,22,6,72,21,10.33,3.06,3.38,0.87,0.221,1.16,0.294,0.753,3.2,3.31,305.0
271,Aroldis Chapman,BOS,0,63,63.0,4,3,0,12,9,45,22,6,89,35,12.78,4.94,2.59,0.81,0.197,1.26,0.297,0.775,3.14,3.26,285.6
272,Jeremiah Estrada,SDP,0,63,63.0,3,3,0,3,14,47,23,7,82,28,11.78,3.94,2.99,0.99,0.204,1.18,0.283,0.77,3.25,3.39,437.9
273,Devin Williams,NYY,0,63,63.0,4,3,0,31,3,49,23,6,81,28,11.5,3.99,2.88,0.92,0.209,1.22,0.288,0.7659999999999999,3.25,3.4,39.8
274,Garrett Cleavinger,TBR,0,63,63.0,3,3,0,3,15,53,26,7,75,28,10.69,4.03,2.66,1.06,0.223,1.28,0.294,0.7490000000000001,3.72,3.83,734.2
275,Jason Foley,DET,0,63,63.0,3,3,0,13,7,62,26,6,54,19,7.64,2.74,2.79,0.86,0.253,1.29,0.301,0.7240000000000001,3.71,3.75,295.8
276,Ryan Thompson,ARI,0,63,63.0,3,3,0,0,13,64,28,6,51,20,7.32,2.85,2.57,0.86,0.262,1.34,0.31,0.7120000000000001,3.96,3.86,999.0
277,Calvin Faucher,MIA,0,63,63.0,3,3,0,22,6,58,27,7,64,26,9.15,3.7,2.47,0.97,0.241,1.34,0.301,0.7290000000000001,3.92,3.9,312.6
278,Porter Hodge,CHC,0,63,63.0,3,3,0,11,10,54,26,7,68,29,9.76,4.14,2.36,1.0,0.229,1.32,0.292,0.745,3.76,3.97,293.6
279,José Buttó,NYM,0,63,63.0,3,3,0,1,16,57,27,8,63,23,9.04,3.26,2.77,1.14,0.236,1.27,0.287,0.736,3.89,4.04,649.3
280,Seth Halvorsen,COL,0,63,63.0,3,3,0,9,8,65,33,9,57,27,8.16,3.88,2.1,1.22,0.263,1.46,0.311,0.705,4.73,4.54,362.5
281,Justin Anderson,CHW,0,63,63.0,3,3,0,7,11,58,29,8,63,28,9.06,3.98,2.27,1.16,0.24,1.36,0.294,0.7340000000000001,4.13,4.29,653.8
282,Michael Tonkin,MIN,0,63,63.0,3,3,0,0,12,59,29,8,62,23,8.88,3.28,2.7,1.13,0.244,1.31,0.297,0.72,4.12,4.08,999.0
283,Chad Green,TOR,0,63,63.0,3,3,0,5,12,59,29,9,61,19,8.77,2.73,3.21,1.34,0.242,1.25,0.287,0.733,4.1,4.17,496.4
284,Brent Suter,CIN,0,63,63.0,3,3,0,0,11,68,32,10,50,20,7.18,2.88,2.5,1.38,0.268,1.39,0.301,0.723,4.52,4.64,999.0
285,Tim Hill,NYY,0,63,63.0,3,3,0,0,12,69,29,7,38,20,5.43,2.9,1.87,0.94,0.278,1.42,0.307,0.718,4.15,4.44,999.0
286,Louis Varland,MIN,2,56,63.0,3,3,1,0,7,59,25,7,63,16,8.98,2.33,3.86,1.07,0.244,1.2,0.3,0.7390000000000001,3.61,3.61,738.7
287,Joe Ross,PHI,2,56,63.0,3,3,1,0,6,60,28,8,58,21,8.23,3.03,2.72,1.21,0.248,1.29,0.292,0.735,4.01,4.22,744.7
288,Spencer Turnbull,,11,11,62.2,4,4,5,0,0,62,29,8,55,21,7.97,3.08,2.59,1.1,0.254,1.33,0.301,0.71,4.22,4.17,674.4
289,Joe Boyle,TBR,5,41,62.1,3,3,2,0,1,51,28,7,74,37,10.67,5.37,1.99,1.01,0.221,1.42,0.293,0.743,4.01,4.19,655.5
290,Brady Basso,ATH,2,55,62.0,3,3,1,0,5,57,25,8,59,17,8.55,2.42,3.54,1.11,0.241,1.19,0.289,0.746,3.58,3.79,749.0
291,Ben Joyce,LAA,0,62,62.0,3,3,0,7,10,49,23,6,78,29,11.26,4.19,2.69,0.89,0.214,1.25,0.295,0.758,3.36,3.51,259.7
292,Gregory Santos,SEA,0,62,62.0,3,3,0,5,13,54,23,6,65,23,9.42,3.3,2.86,0.83,0.23,1.24,0.295,0.747,3.34,3.51,712.2
293,Camilo Doval,SFG,0,62,62.0,3,3,0,10,12,50,22,5,75,27,10.83,3.85,2.81,0.7,0.216,1.23,0.298,0.752,3.16,3.2,379.7
294,Seranthony Domínguez,BAL,0,62,62.0,3,3,0,3,12,54,26,8,69,22,9.98,3.24,3.08,1.11,0.229,1.23,0.292,0.742,3.71,3.76,596.3
295,Colin Holderman,PIT,0,62,62.0,3,3,0,3,13,56,27,6,63,25,9.15,3.69,2.48,0.93,0.238,1.32,0.299,0.728,3.85,3.87,730.2
296,Dylan Lee,ATL,0,62,62.0,3,3,0,0,13,54,24,8,69,20,10.02,2.85,3.51,1.13,0.23,1.19,0.292,0.757,3.53,3.61,747.7
297,Jared Koenig,MIL,0,62,62.0,3,3,0,2,11,57,25,7,62,21,9.06,3.02,3.0,1.01,0.238,1.25,0.295,0.746,3.59,3.76,730.7
298,Taylor Rogers,CIN,0,62,62.0,3,3,0,3,13,56,27,8,69,24,9.97,3.55,2.81,1.23,0.237,1.3,0.297,0.742,3.98,4.06,569.7
299,Tim Herrin,CLE,0,62,62.0,3,3,0,0,14,55,24,6,67,25,9.69,3.66,2.65,0.88,0.233,1.29,0.3,0.7490000000000001,3.49,3.64,750.6
300,Jose A. Ferrer,WSN,0,62,62.0,3,3,0,3,11,59,26,6,53,23,7.69,3.31,2.32,0.91,0.249,1.32,0.297,0.738,3.7,4.0,571.8
301,José Quijada,LAA,0,62,62.0,3,3,0,0,12,52,28,8,72,31,10.5,4.57,2.3,1.2,0.224,1.35,0.288,0.7509999999999999,4.0,4.23,999.0
302,Tyler Ferguson,ATH,0,62,62.0,3,3,0,1,15,55,27,7,63,28,9.12,4.13,2.21,1.03,0.234,1.34,0.29,0.74,3.88,4.17,750.1
303,José Ruiz,PHI,0,62,62.0,3,3,0,0,10,58,28,8,60,24,8.71,3.45,2.52,1.22,0.243,1.32,0.291,0.732,4.1,4.26,999.0
304,Fraser Ellard,CHW,0,62,62.0,3,3,0,6,10,58,28,8,59,30,8.53,4.35,1.96,1.09,0.245,1.42,0.296,0.7390000000000001,4.13,4.46,750.2
305,Jordan Leasure,CHW,0,62,62.0,3,3,0,0,10,58,30,9,61,29,8.83,4.16,2.12,1.32,0.243,1.4,0.289,0.7340000000000001,4.4,4.63,749.3
306,Jacob Webb,TEX,0,62,62.0,3,3,0,2,14,58,30,9,60,27,8.77,3.9,2.25,1.27,0.244,1.38,0.292,0.727,4.36,4.48,737.1
307,Kaleb Ort,HOU,0,62,62.0,3,3,0,0,13,57,29,9,63,25,9.19,3.56,2.58,1.33,0.238,1.31,0.287,0.73,4.25,4.35,999.0
308,Tyson Miller,CHC,0,62,62.0,3,3,0,1,12,60,29,9,56,20,8.15,2.92,2.79,1.26,0.248,1.29,0.29,0.723,4.19,4.3,749.4
309,Aaron Bummer,ATL,0,61,61.0,4,2,0,1,14,53,21,4,68,24,10.05,3.54,2.84,0.63,0.231,1.25,0.311,0.754,3.09,3.16,741.5
310,Fernando Cruz,NYY,0,61,61.0,3,3,0,0,13,47,23,7,81,25,11.89,3.68,3.23,1.06,0.206,1.18,0.285,0.765,3.36,3.4,712.4
311,Liam Hendriks,BOS,0,61,61.0,3,3,0,23,6,54,25,8,69,18,10.14,2.61,3.88,1.13,0.232,1.18,0.297,0.7340000000000001,3.71,3.53,240.1
312,Yimi García,TOR,0,61,61.0,3,3,0,3,14,52,24,7,68,19,10.01,2.74,3.66,1.08,0.226,1.16,0.288,0.745,3.51,3.55,547.5
313,Ryan Pressly,CHC,0,61,61.0,3,3,0,25,5,55,23,6,64,19,9.47,2.74,3.46,0.89,0.237,1.21,0.302,0.742,3.4,3.36,157.5
314,Kevin Ginkel,ARI,0,61,61.0,3,3,0,3,14,55,24,6,66,19,9.71,2.87,3.38,0.89,0.236,1.22,0.304,0.736,3.5,3.37,604.8
315,Yennier Cano,BAL,0,61,61.0,3,3,0,1,12,56,23,5,61,21,8.96,3.16,2.84,0.79,0.242,1.27,0.306,0.742,3.4,3.48,698.2
316,Erik Miller,SFG,0,61,61.0,3,3,0,1,12,47,22,6,76,30,11.22,4.43,2.54,0.82,0.209,1.26,0.288,0.77,3.19,3.45,999.0
